index,Hip,ra_hours,dec_degrees,flamsteed,bayer,const,name,magnitude,epoch_year
2817,109081,22.0974865,-59.63594171,,κ²,Ind,,5.62,2000.25
2818,109111,22.10191767,-39.54304903,,λ,Gru,,4.47,2000.25
2819,109139,22.10727926,-13.86954013,33,ι,Aqr,,4.29,2000.25
2820,109176,22.11679848,25.3450461,24,ι,Peg,,3.77,2000.25
2821,109240,22.13064796,21.70309155,25,,Peg,,5.79,2000.25
2822,109268,22.13718789,-46.96061593,,α,Gru,Alnair,1.73,2000.25
2823,109285,22.13970922,-32.98839827,14,μ,PsA,,4.5,2000.25
2824,109289,22.14053557,-34.04372111,,υ,PsA,,4.99,2000.25
2825,109332,22.14971962,-18.51957349,35,,Aqr,,5.8,2000.25
2826,109352,22.15379878,33.1724976,27,π¹,Peg,,5.58,2000.25
2827,109400,22.16343527,72.34119936,24,,Cep,,4.79,2000.25
2828,109410,22.16645906,33.17826747,29,π²,Peg,,4.28,2000.25
2829,109422,22.1690232,-32.54844042,15,τ,PsA,,4.94,2000.25
2830,109427,22.16994993,6.197789,26,θ,Peg,,3.52,2000.25
2831,109458,22.17505132,20.97800691,28,,Peg,,6.45,2000.25
2832,109472,22.17707348,-11.56495901,38,,Aqr,,5.43,2000.25
2833,109492,22.18090608,58.20124992,21,ζ,Cep,,3.39,2000.25
2834,109556,22.19182897,59.41451451,22,λ,Cep,,5.05,2000.25
2835,109624,22.20715047,-14.19384149,39,,Aqr,,6.04,2000.25
2836,109786,22.23833825,-21.07470081,41,,Aqr,,5.33,2000.25
2837,109789,22.23853786,-27.76691218,16,λ,PsA,,5.45,2000.25
2838,109857,22.25046638,57.04346522,23,ε,Cep,,4.18,2000.25
2839,109908,22.26024577,-41.34675029,,μ¹,Gru,,4.79,2000.25
2840,109937,22.26615838,37.74873483,1,,Lac,,4.14,2000.25
2841,109973,22.27404682,-41.62720198,,μ²,Gru,,5.11,2000.25
2842,110000,22.28001209,-12.83144751,42,,Aqr,,5.34,2000.25
2843,110003,22.28054621,-7.78323706,43,θ,Aqr,,4.17,2000.25
2844,110023,22.28513949,-5.38721152,44,,Aqr,,5.75,2000.25
2845,110078,22.29741549,-77.51158803,,ψ,Oct,,5.49,2000.25
2846,110103,22.30349856,62.80436392,25,,Cep,,5.75,2000.25
2847,110130,22.30838283,-60.25949486,,α,Tuc,,2.87,2000.25
2848,110179,22.31686013,-13.30497087,45,,Aqr,,5.96,2000.25
2849,110256,22.3337445,-80.43964301,,ε,Oct,,5.09,2000.25
2850,110273,22.33664099,-7.82110592,46,ρ,Aqr,,5.35,2000.25
2851,110298,22.34099026,5.78949288,30,,Peg,,5.37,2000.25
2852,110351,22.35042452,46.53656484,2,,Lac,,4.55,2000.25
2853,110371,22.35536877,28.33051592,32,,Peg,,4.78,2000.25
2854,110386,22.35863091,12.20517262,31,,Peg,,4.82,2000.25
2855,110391,22.35988207,-21.59802435,47,,Aqr,,5.12,2000.25
2856,110395,22.36091665,-1.38735315,48,γ,Aqr,,3.86,2000.25
2857,110478,22.37893942,-45.94791727,,π¹,Gru,,6.42,2000.25
2858,110506,22.38549754,-45.92834717,,π²,Gru,,5.62,2000.25
2859,110529,22.39188495,-24.76265507,49,,Aqr,,5.53,2000.25
2860,110538,22.39267678,52.22949951,3,β,Lac,,4.42,2000.25
2861,110548,22.39426542,20.84826537,33,,Peg,,6.2,2000.25
2862,110578,22.40190795,-4.83700102,51,,Aqr,,5.79,2000.25
2863,110602,22.40750832,-13.52940359,50,,Aqr,,5.76,2000.25
2864,110609,22.40860992,49.47640074,4,,Lac,,4.55,2000.25
2865,110618,22.40955299,-72.25377388,,ν,Ind,,5.28,2000.25
2866,110672,22.42128123,1.37739245,52,π,Aqr,,4.8,2000.25
2867,110778,22.44281876,-16.74214759,53,,Aqr,,5.55,2000.25
2868,110785,22.44367165,4.39363758,34,,Peg,,5.76,2000.25
2869,110787,22.44512396,78.78594317,28,ρ¹,Cep,,5.83,2000.25
2870,110817,22.45147536,65.13227452,26,,Cep,,5.52,2000.25
2871,110838,22.4555203,-64.96637927,,δ,Tuc,,4.51,2000.25
2872,110882,22.46429917,4.6964107,35,,Peg,,4.78,2000.25
2873,110936,22.47755052,-39.13140099,,ν,Gru,,5.47,2000.25
2874,110960,22.48050015,-0.02006304,55,ζ¹,Aqr,,3.65,2000.25
2875,110986,22.48554236,9.12908395,36,,Peg,,5.6,2000.25
2876,110991,22.48617998,58.4151899,27,δ,Cep,,4.07,2000.25
2877,110997,22.48782057,-43.49555433,,δ¹,Gru,,3.97,2000.25
2878,111022,22.49217298,47.70689488,5,,Lac,,4.34,2000.25
2879,111043,22.49595707,-43.74922804,,δ²,Gru,,4.12,2000.25
2880,111056,22.49804671,78.82433733,29,ρ²,Cep,,5.45,2000.25
2881,111062,22.49943013,4.43205725,37,,Peg,,5.51,2000.25
2882,111068,22.50049797,32.57267245,38,,Peg,,5.64,2000.25
2883,111086,22.50481388,-14.58565069,56,,Aqr,,6.36,2000.25
2884,111104,22.50812822,43.12338985,6,,Lac,,4.52,2000.25
2885,111123,22.51078194,-10.67788619,57,σ,Aqr,,4.82,2000.25
2886,111138,22.51492974,-26.07356883,,ζ,PsA,,6.43,2000.25
2887,111169,22.52149326,50.28244976,7,α,Lac,,3.76,2000.25
2888,111188,22.52508043,-32.34602798,17,β,PsA,,4.29,2000.25
2889,111196,22.52717441,-85.96740206,,υ,Oct,,5.76,2000.25
2890,111200,22.52813282,-10.90546457,58,,Aqr,,6.39,2000.25
2891,111278,22.54316045,20.2299448,39,,Peg,,6.43,2000.25
2892,111310,22.5500035,-61.982073,,ν,Tuc,,4.91,2000.25
2893,111394,22.56746913,-1.57417924,60,,Aqr,,5.88,2000.25
2894,111449,22.57819409,-20.70785949,59,υ,Aqr,,5.21,2000.25
2895,111497,22.58925803,-0.11736123,62,ς,Aqr,,4.04,2000.25
2896,111532,22.59604907,73.64312707,31,,Cep,,5.08,2000.25
2897,111544,22.59780621,39.62816044,8,,Lac,,6.6,2000.25
2898,111594,22.60813118,-40.58251333,,σ¹,Gru,,6.28,2000.25
2899,111643,22.61633886,-40.59086511,,σ²,Gru,,5.85,2000.25
2900,111674,22.62290716,51.54537399,9,,Lac,,4.64,2000.25
2901,111710,22.62928361,-4.22776291,63,κ,Aqr,,5.04,2000.25
2902,111797,22.64418183,63.5845212,30,,Cep,,5.19,2000.25
2903,111810,22.64794946,19.52249181,40,,Peg,,5.84,2000.25
2904,111841,22.65435525,39.05028301,10,,Lac,,4.89,2000.25
2905,111884,22.66305912,19.68114862,41,,Peg,,6.33,2000.25
2906,111944,22.67521732,44.27628068,11,,Lac,,4.5,2000.25
2907,111954,22.67759043,-27.0436148,18,ε,PsA,,4.18,2000.25
2908,112029,22.69102078,10.83139111,42,ζ,Peg,,3.41,2000.25
2909,112031,22.69129208,40.22546314,12,,Lac,,5.25,2000.25
2910,112051,22.69594714,29.3076892,43,ο,Peg,,4.8,2000.25
2911,112102,22.70613227,-29.36099924,19,,PsA,,6.12,2000.25
2912,112122,22.71109302,-46.88456594,,β,Gru,,2.07,2000.25
2913,112158,22.71670238,30.22130866,44,ς,Peg,,2.93,2000.25
2914,112179,22.7206243,-6.96291246,67,,Aqr,,6.4,2000.25
2915,112203,22.7249913,-41.41411843,,ρ,Gru,,4.84,2000.25
2916,112211,22.72645904,-18.83030716,66,,Aqr,,4.68,2000.25
2917,112242,22.73485708,41.81922714,13,,Lac,,5.11,2000.25
2918,112358,22.75783131,19.3664202,45,,Peg,,6.27,2000.25
2919,112374,22.76051446,-53.50016316,,ς,Gru,,4.84,2000.25
2920,112405,22.76770092,-81.38161731,,β,Oct,,4.13,2000.25
2921,112440,22.77551177,23.56567939,47,λ,Peg,,3.97,2000.25
2922,112447,22.77817819,12.17408381,46,ξ,Peg,,4.2,2000.25
2923,112529,22.79255208,-19.61287445,68,,Aqr,,5.24,2000.25
2924,112542,22.7952086,-14.05640541,69,τ¹,Aqr,,5.68,2000.25
2925,112615,22.80838649,-10.55549675,70,,Aqr,,6.19,2000.25
2926,112623,22.80922142,-51.31670354,,ε,Gru,,3.49,2000.25
2927,112716,22.8265305,-13.59253756,71,τ²,Aqr,,4.05,2000.25
2928,112724,22.82803115,66.20071089,32,ι,Cep,,3.5,2000.25
2929,112748,22.8333612,24.60168486,48,μ,Peg,,3.51,2000.25
2930,112778,22.83938011,41.95340325,14,,Lac,,5.91,2000.25
2931,112781,22.83965167,-80.12381446,,ξ,Oct,,5.32,2000.25
2932,112862,22.85581788,-29.53627381,21,,PsA,,5.99,2000.25
2933,112917,22.86720757,43.31236494,15,,Lac,,4.95,2000.25
2934,112935,22.87326847,9.83555733,49,σ,Peg,,5.16,2000.25
2935,112948,22.87543275,-32.87545019,22,γ,PsA,,4.46,2000.25
2936,112961,22.87690679,-7.57967878,73,λ,Aqr,,3.73,2000.25
2937,113031,22.89130309,-11.61651887,74,,Aqr,,5.8,2000.25
2938,113044,22.89381674,-48.59808759,,τ¹,Gru,,6.03,2000.25
2939,113127,22.90948068,-7.20454057,78,,Aqr,,6.2,2000.25
2940,113136,22.91084423,-15.82075994,76,δ,Aqr,,3.27,2000.25
2941,113137,22.9109881,-70.07388667,,ρ,Ind,,6.04,2000.25
2942,113148,22.912668,-16.27174207,77,,Aqr,,5.53,2000.25
2943,113167,22.91652058,1.06489117,1,,Psc,,6.11,2000.25
2944,113186,22.9204512,8.81609536,50,ρ,Peg,,4.91,2000.25
2945,113246,22.93247,-32.53970196,23,δ,PsA,,4.2,2000.25
2946,113281,22.93989749,41.60388627,16,,Lac,,5.6,2000.25
2947,113307,22.94661726,-47.96922586,,τ³,Gru,,5.72,2000.25
2948,113357,22.95773629,20.7686841,51,,Peg,,5.45,2000.25
2949,113368,22.96078488,-29.62183701,24,α,PsA,Fomalhaut,1.17,2000.25
2950,113503,22.98661045,11.72894102,52,,Peg,,5.76,2000.25
2951,113521,22.99094515,0.96309154,2,,Psc,,5.43,2000.25
2952,113610,23.01052212,0.18583971,3,,Psc,,6.22,2000.25
2953,113638,23.01468731,-52.75410562,,ζ,Gru,,4.11,2000.25
2954,113674,23.02323641,-7.06113357,81,,Aqr,,6.23,2000.25
2955,113726,23.03201291,42.32597866,1,ο,And,,3.62,2000.25
2956,113781,23.04237803,-6.57392844,82,,Aqr,,6.18,2000.25
2957,113788,23.04342692,42.7578062,2,,And,,5.09,2000.25
2958,113860,23.05826751,-34.74961718,,π,PsA,,5.12,2000.25
2959,113881,23.06287038,28.08245462,53,β,Peg,Scheat,2.44,2000.25
2960,113889,23.06461292,3.82006998,4,β,Psc,,4.48,2000.25
2961,113919,23.06967548,50.05168397,3,,And,,4.64,2000.25
2962,113957,23.07765857,-53.96464712,,κ,Gru,,5.37,2000.25
2963,113963,23.07933801,15.20536786,54,α,Peg,Markab,2.49,2000.25
2964,113996,23.08603191,-7.69381853,83,,Aqr,,5.44,2000.25
2965,114104,23.11022495,59.41976474,1,,Cas,,4.84,2000.25
2966,114119,23.11133535,-23.7431168,86,,Aqr,,4.48,2000.25
2967,114131,23.1146579,-43.52032436,,θ,Gru,,4.28,2000.25
2968,114132,23.11488884,-38.89230672,,υ,Gru,,5.62,2000.25
2969,114144,23.11673773,9.40952259,55,,Peg,,4.54,2000.25
2970,114155,23.11853866,25.46833959,56,,Peg,,4.76,2000.25
2971,114200,23.12757711,46.38730373,4,,And,,5.3,2000.25
2972,114210,23.12923555,49.29545491,5,,And,,5.68,2000.25
2973,114222,23.13162169,75.3875815,33,π,Cep,,4.41,2000.25
2974,114273,23.14467811,2.12761798,5,,Psc,,5.42,2000.25
2975,114341,23.15743391,-21.17248555,88,,Aqr,,3.68,2000.25
2976,114347,23.15873745,8.67717165,57,,Peg,,5.05,2000.25
2977,114365,23.16226069,59.33268922,2,,Cas,,5.68,2000.25
2978,114375,23.16524358,-22.45759248,89,,Aqr,,4.71,2000.25
2979,114389,23.1670753,9.82210111,58,,Peg,,5.39,2000.25
2980,114421,23.17261887,-45.24664747,,ι,Gru,,3.88,2000.25
2981,114430,23.17426765,43.54473662,6,,And,,5.91,2000.25
2982,114520,23.19560967,8.72012785,59,,Peg,,5.15,2000.25
2983,114526,23.19703194,26.84757838,60,,Peg,,6.19,2000.25
2984,114570,23.20914525,49.40597489,7,,And,,4.53,2000.25
2985,114724,23.23870347,-6.0485268,90,φ,Aqr,,4.22,2000.25
2986,114844,23.26285606,28.24790461,61,,Peg,,6.51,2000.25
2987,114855,23.26479915,-9.08769554,91,ψ¹,Aqr,,4.24,2000.25
2988,114939,23.28081957,-7.72646619,92,χ,Aqr,,4.93,2000.25
2989,114971,23.28597045,3.28224524,6,γ,Psc,,3.7,2000.25
2990,114996,23.29050334,-58.23592762,,γ,Tuc,,3.99,2000.25
2991,115022,23.29572675,49.01528336,8,,And,,4.82,2000.25
2992,115033,23.29838989,-9.1824899,93,ψ²,Aqr,,4.41,2000.25
2993,115054,23.30271836,-40.82406346,,φ,Gru,,5.54,2000.25
2994,115065,23.30648102,41.77370255,9,,And,,5.98,2000.25
2995,115088,23.3103908,68.11141807,34,ο,Cep,,4.75,2000.25
2996,115102,23.31372966,-32.53183574,,γ,Scl,,4.41,2000.25
2997,115115,23.31601414,-9.610731,95,ψ³,Aqr,,4.99,2000.25
2998,115126,23.31847474,-13.45844256,94,,Aqr,,5.2,2000.25
2999,115142,23.3232943,-5.12430243,96,,Aqr,,5.56,2000.25
3000,115152,23.32494109,48.62519601,11,,And,,5.44,2000.25
3001,115191,23.33121699,42.07803394,10,,And,,5.81,2000.25
3002,115227,23.33903807,5.38145156,7,,Psc,,5.05,2000.25
3003,115250,23.34395088,23.7403592,62,τ,Peg,,4.58,2000.25
3004,115271,23.34708456,30.4150884,63,,Peg,,5.58,2000.25
3005,115280,23.34810241,38.18247497,12,,And,,5.77,2000.25
3006,115355,23.36525723,31.81248117,64,,Peg,,5.35,2000.25
3007,115404,23.37752798,-15.03938012,97,,Aqr,,5.19,2000.25
3008,115407,23.37791676,20.82874369,65,,Peg,,6.28,2000.25
3009,115438,23.38286152,-20.10034505,98,,Aqr,,3.96,2000.25
3010,115444,23.38459921,12.3139519,66,,Peg,,5.09,2000.25
3011,115590,23.41395751,62.28283877,4,,Cas,,4.96,2000.25
3012,115591,23.41411691,32.38487495,67,,Peg,,5.56,2000.25
3013,115623,23.4229615,23.40401243,68,υ,Peg,,4.42,2000.25
3014,115669,23.43411593,-20.64186122,99,,Aqr,,4.38,2000.25
3015,115713,23.44348452,-52.721919,,ο,Gru,,5.53,2000.25
3016,115738,23.44886258,1.25583758,8,κ,Psc,,4.95,2000.25
3017,115755,23.45203633,42.91196859,13,,And,,5.75,2000.25
3018,115768,23.45410145,1.12268705,9,,Psc,,6.26,2000.25
3019,115806,23.4612136,25.1673687,69,,Peg,,5.99,2000.25
3020,115830,23.46615772,6.37909727,10,θ,Psc,,4.27,2000.25
3021,115836,23.46765741,-87.48224182,,τ,Oct,,5.5,2000.25
3022,115919,23.48590563,12.76049243,70,,Peg,,4.54,2000.25
3023,116076,23.52144376,39.2364018,14,,And,,5.22,2000.25
3024,116118,23.52834496,-21.36944011,100,,Aqr,,6.24,2000.25
3025,116146,23.53265587,-1.08592434,13,,Psc,,6.39,2000.25
3026,116231,23.5494967,-37.81835895,,β,Scl,,4.38,2000.25
3027,116247,23.55461808,-20.91452506,101,,Aqr,,4.7,2000.25
3028,116264,23.55780214,22.49881721,71,,Peg,,5.33,2000.25
3029,116310,23.56587592,31.32532196,72,,Peg,,4.97,2000.25
3030,116323,23.56915404,-1.24753498,14,,Psc,,5.91,2000.25
3031,116354,23.57709743,40.23655244,15,,And,,5.55,2000.25
3032,116355,23.57727961,33.4972759,73,,Peg,,5.63,2000.25
3033,116389,23.58459182,-42.61510105,,ι,Phe,,4.69,2000.25
3034,116495,23.60648525,2.10207138,16,,Psc,,5.68,2000.25
3035,116584,23.62602991,46.45917621,16,λ,And,,3.81,2000.25
3036,116592,23.62768393,16.82550399,74,,Peg,,6.26,2000.25
3037,116611,23.63243689,18.40062425,75,,Peg,,5.49,2000.25
3038,116631,23.63560531,43.2680761,17,ι,And,,4.29,2000.25
3039,116709,23.65231871,50.47173744,18,,And,,5.35,2000.25
3040,116727,23.65582834,77.63196681,35,γ,Cep,,3.21,2000.25
3041,116737,23.65775692,-46.63789839,,θ,Phe,,6.07,2000.25
3042,116758,23.66306578,-14.22204281,102,ω¹,Aqr,,4.97,2000.25
3043,116771,23.66578342,5.62735374,17,ι,Psc,,4.13,2000.25
3044,116805,23.67345605,44.33397776,19,κ,And,,4.15,2000.25
3045,116820,23.67728113,-32.07299489,,μ,Scl,,5.3,2000.25
3046,116889,23.6929205,-18.02690134,103,,Aqr,,5.36,2000.25
3047,116901,23.69605484,-17.81653327,104,,Aqr,,4.82,2000.25
3048,116928,23.70080049,1.7804172,18,λ,Psc,,4.49,2000.25
3049,116971,23.71202357,-14.54474243,105,ω²,Aqr,,4.49,2000.25
3050,117020,23.7228768,10.33150851,77,,Peg,,5.09,2000.25
3051,117073,23.73317723,29.36155278,78,,Peg,,4.93,2000.25
3052,117089,23.73668394,-18.27692862,106,,Aqr,,5.24,2000.25
3053,117218,23.76690061,-18.67836913,107,,Aqr,,5.28,2000.25
3054,117221,23.76723303,46.42029095,20,ψ,And,,4.97,2000.25
3055,117245,23.77320469,3.48687164,19,,Psc,,4.95,2000.25
3056,117301,23.78427407,58.65185164,5,τ,Cas,,4.88,2000.25
3057,117315,23.78777432,-50.22640416,,σ,Phe,,5.18,2000.25
3058,117375,23.79902407,-2.76161103,20,,Psc,,5.49,2000.25
3059,117447,23.81393746,62.21451996,6,,Cas,,5.43,2000.25
3060,117452,23.81541108,-28.1300148,,δ,Scl,,4.59,2000.25
3061,117491,23.8242988,1.07619547,21,,Psc,,5.77,2000.25
3062,117500,23.82759792,28.84232813,79,,Peg,,5.95,2000.25
3063,117628,23.85590402,9.31350996,80,,Peg,,5.77,2000.25
3064,117629,23.85592272,-18.90915459,108,,Aqr,,5.17,2000.25
3065,117683,23.86606395,2.93041943,22,,Psc,,5.59,2000.25
3066,117689,23.86852606,-82.01876765,,γ¹,Oct,,5.1,2000.25
3067,117718,23.87480337,19.12037002,81,φ,Peg,,5.06,2000.25
3068,117730,23.87697716,10.94732837,82,,Peg,,5.3,2000.25
3069,117761,23.88208892,-3.15537813,24,,Psc,,5.93,2000.25
3070,117774,23.88465248,2.09065153,25,,Psc,,6.29,2000.25
3071,117863,23.90639925,57.49939052,7,ρ,Cas,,4.51,2000.25
3072,117927,23.91882755,7.07101644,26,,Psc,,6.22,2000.25
3073,118114,23.9591636,-82.16974335,,γ²,Oct,,5.72,2000.25
3074,118121,23.95971437,-64.29808259,,ς,Tuc,,5.0,2000.25
3075,118131,23.96265266,25.14147936,84,ψ,Peg,,4.63,2000.25
3076,118178,23.97254841,-15.84746438,1,,Cet,,6.28,2000.25
3077,118209,23.97789182,-3.55580738,27,,Psc,,4.88,2000.25
3078,118234,23.98214541,-52.74595629,,π,Phe,,5.13,2000.25
3079,118243,23.98348048,55.75494069,8,σ,Cas,,4.88,2000.25
3080,118268,23.98850066,6.86359373,28,ω,Psc,,4.03,2000.25
3081,118322,23.99858613,-65.57707774,,ε,Tuc,,4.49,2000.25
3082,0,7.57697782948592,31.8918827889317,66,α,Gem,,2.85,2000.25
3083,0,11.3035119198113,31.5368521599899,53,ξ,UMa,,4.33,2000.25
3084,0,11.3035119198113,31.5368521599899,53,ξ,UMa,,4.8,2000.25
3085,0,12.6946896478077,-1.44933013444673,29,γ,Vir,,3.52,2000.25
3086,0,13.1667836929554,17.526962699562,42,α,Com,,5.17,2000.25
3087,0,13.398898541116,54.9208921914242,79,ζ,UMa,,3.95,2000.25
3088,0,15.3865051497143,30.2887873723128,2,ς,CrB,,5.96,2000.25
3089,0,16.0728309493662,-11.3741501261325,,ξ,Sco,,4.84,2000.25
3090,0,16.0728309493662,-11.3741501261325,,ξ,Sco,,5.0,2000.25
3091,0,16.2448477254128,33.8578202931886,17,σ,CrB,,6.72,2000.25
3092,0,17.0887840325494,54.4679889670376,21,μ,Dra,,5.63,2000.25
3093,0,17.2561897481974,-26.5875605536023,36,,Oph,,5.07,2000.25
3094,0,18.051182117854,-8.18124153788091,69,τ,Oph,,5.24,2000.25
3095,0,19.1067621235043,-37.0610654595946,,γ,CrA,,5.0,2000.25
3096,0,21.7352989913218,28.7460139667878,78,μ²,Cyg,,6.09,2000.25
3097,0,22.4427686234027,-16.7424243590695,53,,Aqr,,6.21,2000.25
